Customer_ID,Age,Gender,City,Annual_Income,Purchase_Category,Total_Purchases,Avg_Purchase_Value,Payment_Type,Satisfaction_Score,Subscription_Status
1400,18,Female,Bengaluru,46118,Clothing,35,234.71,Credit Card,1.2,Active
1401,47,Male,Mumbai,65934,Footwear,23,318.12,Debit Card,2.1,Active
1402,70,Female,Surat,115593,Home Decor,24,316.01,Cash,4.7,Active
1403,53,Male,Mumbai,97678,Groceries,7,368.02,Online Wallet,1.7,Inactive
1404,26,Female,Chennai,95452,Home Decor,52,371.26,Net Banking,3.7,Active
1405,48,Male,Delhi,20350,Footwear,14,54.76,Net Banking,1.6,Active
1406,18,Female,Mumbai,26840,Groceries,33,405.54,Cash,3.7,Active
1407,50,Male,Bengaluru,93419,Books,25,389.22,UPI,2.9,Active
1408,37,Female,Jaipur,30249,Footwear,11,473.29,Online Wallet,3.8,Inactive
1409,53,Female,Kolkata,111108,Home Decor,44,68.92,Cash,3.6,Active
1410,29,Male,Chennai,81089,Beauty,47,217.8,Net Banking,3.2,Active
1411,30,Female,Chennai,43462,Electronics,13,226.62,Net Banking,1.8,Inactive
1412,39,Male,Chennai,53260,Electronics,39,143.78,UPI,2.1,Active
1413,48,Female,Ahmedabad,111160,Home Decor,18,316.38,Net Banking,4.3,Active
1414,63,Female,Surat,102868,Sports,32,95.15,UPI,4.5,Active
1415,66,Male,Ahmedabad,68435,Electronics,40,448.19,Debit Card,3.8,Active
1416,29,Male,Mumbai,74994,Clothing,4,227.26,UPI,1.2,Active
1417,52,Female,Bengaluru,105865,Electronics,22,420.26,Online Wallet,4.6,Active
1418,28,Female,Jaipur,21857,Books,27,420.48,UPI,1.2,Active
1419,66,Male,Pune,31005,Groceries,29,31.81,Net Banking,1.8,Inactive
1420,29,Male,Pune,55882,Beauty,8,177.31,Net Banking,4.3,Active
1421,47,Male,Mumbai,31870,Groceries,47,52.34,Online Wallet,3.4,Inactive
1422,67,Male,Ahmedabad,48511,Beauty,30,49.82,UPI,4.8,Active
1423,37,Male,Delhi,60696,Electronics,25,355.9,Debit Card,2.1,Active
1424,54,Female,Hyderabad,49617,Footwear,18,442.95,Debit Card,4.9,Active
1425,34,Female,Pune,32112,Sports,23,293.56,Online Wallet,4.1,Inactive
1426,58,Male,Ahmedabad,96706,Books,10,273.59,Debit Card,5.0,Active
1427,59,Female,Bengaluru,64850,Home Decor,6,261.5,Debit Card,2.0,Active
1428,20,Male,Jaipur,106288,Groceries,31,78.51,Net Banking,2.3,Active
1429,54,Female,Surat,24436,Beauty,45,61.26,Online Wallet,4.5,Active
1430,44,Female,Chennai,64128,Clothing,12,457.44,Online Wallet,1.7,Active
1431,52,Male,Ahmedabad,77541,Sports,38,292.22,Cash,3.9,Active
1432,48,Male,Pune,114813,Beauty,39,175.56,UPI,2.6,Active
1433,20,Male,Jaipur,34136,Books,28,389.3,Net Banking,2.6,Active
1434,50,Male,Pune,98230,Footwear,37,378.41,Debit Card,3.7,Active
1435,68,Male,Mumbai,60537,Groceries,52,179.59,Cash,1.7,Active
1436,18,Male,Bengaluru,42553,Home Decor,20,49.38,Debit Card,4.4,Active
1437,64,Male,Delhi,109746,Beauty,1,243.9,Online Wallet,1.4,Inactive
1438,43,Male,Kolkata,107613,Books,54,237.11,Debit Card,4.1,Active
1439,24,Female,Delhi,61727,Groceries,26,388.9,Online Wallet,4.3,Active
1440,64,Female,Surat,71622,Clothing,23,249.27,UPI,4.9,Active
1441,19,Male,Surat,43351,Footwear,24,187.52,Net Banking,4.3,Inactive
1442,66,Female,Mumbai,104617,Footwear,9,254.98,Credit Card,1.8,Active
1443,39,Female,Delhi,75798,Groceries,19,162.44,UPI,4.3,Active
1444,20,Female,Hyderabad,43529,Groceries,26,344.35,Credit Card,2.9,Active
1445,61,Male,Hyderabad,21602,Groceries,21,73.08,Net Banking,2.5,Active
1446,49,Female,Hyderabad,27144,Home Decor,28,136.74,UPI,1.5,Inactive
1447,46,Female,Kolkata,113326,Beauty,55,272.16,Online Wallet,1.4,Active
1448,29,Female,Jaipur,119563,Books,56,340.61,Debit Card,1.0,Active
1449,63,Female,Bengaluru,87488,Sports,28,33.79,Online Wallet,1.2,Active
1450,49,Female,Chennai,26563,Beauty,17,218.59,UPI,2.2,Inactive
1451,52,Female,Delhi,58435,Beauty,27,18.58,Online Wallet,2.2,Active
1452,20,Male,Chennai,115932,Electronics,35,371.95,Debit Card,1.7,Active
1453,52,Male,Delhi,115261,Groceries,41,251.79,Online Wallet,2.4,Active
1454,47,Male,Jaipur,94588,Sports,3,47.5,Online Wallet,1.2,Inactive
1455,64,Male,Hyderabad,87191,Clothing,22,464.45,UPI,2.2,Active
1456,43,Male,Delhi,117880,Home Decor,47,329.92,Credit Card,4.3,Active
1457,45,Male,Bengaluru,94828,Home Decor,20,311.63,Net Banking,4.4,Active
1458,33,Male,Chennai,95148,Sports,14,382.75,Cash,2.1,Active
1459,62,Male,Pune,85740,Electronics,39,205.35,Debit Card,3.7,Active
1460,35,Male,Hyderabad,47149,Electronics,51,213.02,Debit Card,2.1,Active
1461,47,Female,Mumbai,49009,Footwear,2,357.41,Debit Card,1.3,Active
1462,63,Female,Surat,75150,Beauty,35,200.63,Net Banking,1.1,Active
1463,39,Female,Chennai,78246,Groceries,30,428.63,Cash,1.8,Active
1464,62,Male,Hyderabad,53514,Books,3,333.74,Net Banking,4.9,Inactive
1465,53,Female,Mumbai,47204,Beauty,20,152.99,Online Wallet,2.8,Active
1466,47,Male,Delhi,101902,Groceries,40,182.3,Cash,2.7,Active
1467,66,Male,Pune,92933,Sports,16,193.89,Net Banking,1.5,Active
1468,56,Male,Mumbai,71871,Footwear,14,496.14,Net Banking,2.2,Active
1469,28,Female,Jaipur,73545,Beauty,49,116.7,Net Banking,2.1,Active
1470,67,Female,Mumbai,107062,Beauty,33,272.46,Cash,1.9,Active
1471,43,Female,Kolkata,57523,Sports,11,462.72,Debit Card,2.6,Active
1472,18,Female,Kolkata,106008,Groceries,44,454.57,Cash,3.3,Active
1473,44,Female,Hyderabad,44756,Electronics,40,119.85,Net Banking,3.5,Inactive
1474,56,Female,Ahmedabad,62601,Footwear,11,288.96,Cash,3.7,Active
1475,41,Male,Surat,105736,Books,36,260.55,Debit Card,4.4,Active
1476,28,Female,Chennai,114772,Footwear,12,241.36,UPI,4.7,Active
1477,38,Male,Pune,28495,Electronics,14,293.03,Cash,2.0,Inactive
1478,33,Male,Kolkata,85564,Clothing,52,305.96,Online Wallet,4.5,Active
1479,28,Male,Kolkata,114640,Clothing,1,376.82,UPI,3.7,Inactive
1480,48,Female,Mumbai,74668,Home Decor,57,360.83,Credit Card,3.9,Active
1481,56,Male,Kolkata,83020,Electronics,19,407.71,UPI,4.1,Active
1482,41,Female,Jaipur,102479,Sports,28,395.84,Credit Card,1.6,Active
1483,34,Male,Delhi,68033,Books,43,176.52,Debit Card,4.2,Active
1484,31,Female,Mumbai,63257,Clothing,30,450.61,Cash,4.0,Active
1485,66,Female,Chennai,58704,Sports,22,395.81,UPI,2.0,Active
1486,35,Male,Delhi,39401,Home Decor,2,118.3,Online Wallet,3.3,Inactive
1487,37,Male,Surat,103085,Home Decor,31,359.41,UPI,2.2,Active
1488,65,Male,Delhi,99619,Home Decor,55,198.27,UPI,1.9,Active
1489,31,Female,Delhi,96576,Electronics,17,188.44,Net Banking,4.0,Active
1490,51,Female,Kolkata,101062,Groceries,23,325.49,Net Banking,4.4,Active
1491,38,Female,Hyderabad,83602,Groceries,56,267.37,Debit Card,2.9,Active
1492,42,Male,Mumbai,64874,Footwear,20,111.15,Debit Card,2.1,Active
1493,67,Male,Bengaluru,66727,Sports,30,289.01,UPI,4.6,Active
1494,65,Male,Bengaluru,67652,Electronics,26,316.94,Online Wallet,3.0,Active
1495,35,Male,Ahmedabad,78541,Footwear,16,135.48,UPI,1.7,Active
1496,59,Male,Bengaluru,110392,Sports,12,29.71,Net Banking,2.1,Active
1497,35,Male,Bengaluru,116119,Clothing,58,452.54,Net Banking,2.2,Active
1498,31,Male,Bengaluru,96765,Sports,30,58.15,Credit Card,2.3,Active
1499,58,Male,Bengaluru,82691,Clothing,29,50.86,Debit Card,1.4,Active
1500,55,Male,Surat,83862,Home Decor,37,14.71,Cash,4.4,Active
